Price,Open,High,Low,Close,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2025-01-13,574.0431617233518,580.0052069477971,573.6243775799428,579.6463012695312,47910100
2025-01-14,582.6073834279746,583.2454785560273,576.6153987751911,580.4439086914062,48420600
2025-01-15,588.5595329953718,592.1586914849061,587.4329171587094,591.002197265625,56900200
2025-01-16,592.3879811065466,592.5674339582336,589.1577080719753,589.8656005859375,43319700
2025-01-17,595.1696451072651,597.562410619056,593.8236574580369,595.7877807617188,58070600
2025-01-21,598.8684661853716,601.2513127523598,596.8744645431257,601.2413330078125,42532900
2025-01-22,604.1026949074611,605.9970207281947,603.5443769053658,604.6211547851562,48196000
2025-01-23,603.9830991440912,607.9212646484375,603.7039705508554,607.9212646484375,41152100
2025-01-24,607.981053651763,608.9481760680518,604.980071516125,606.1465454101562,34604700
2025-01-27,593.0260663058995,597.8914352658803,592.8565932019453,597.5723876953125,70361100
2025-01-28,598.818642579001,603.5543965921443,595.4587545999498,602.7069702148438,44433300
2025-01-29,601.9093107246936,602.3181151413867,597.4228069982945,600.0050659179688,37177400
2025-01-30,602.1486247469728,604.7806606099443,598.9182910409676,603.225341796875,39281300
2025-01-31,605.6779717570167,608.1306155740967,599.2473045778189,600.0150146484375,66671500
2025-02-03,590.8924323868896,598.4895734255874,588.7189779992506,595.9771728515625,65857200
2025-02-04,596.0369934393696,600.4935577176606,595.4886551807033,599.9751586914062,33457800
2025-02-05,598.8385569367734,602.5573503352053,596.784737785208,602.4077758789062,30653100
2025-02-06,604.172498579845,604.6311408496849,600.8225905322549,604.5015258789062,35771500
2025-02-07,605.0698408193554,606.3061120968874,598.2503284518037,598.9682006835938,50788500
2025-02-10,602.2184015940107,603.683963510289,600.9322316611732,603.035888671875,26048700
2025-02-11,600.7428358535425,604.0429061552635,600.6232006225274,603.4945678710938,30056700
2025-02-12,597.4029183001364,602.7368484783108,596.714985283226,601.5504150390625,45076100
2025-02-13,602.6670517126223,608.1106982366895,601.3909222732692,607.9013061523438,40921300
2025-02-14,608.1106693810499,609.1575080488998,607.2432835546514,607.8713989257812,26910400
2025-02-18,609.0478499794664,609.656005859375,606.5553479941693,609.656005859375,26749000
2025-02-19,608.2502469503253,611.3907628653418,607.731787077126,611.0916748046875,31011100
2025-02-20,609.705871640604,609.845466362675,605.1994692243143,608.5493774414062,36554000
2025-02-21,608.3300054050101,608.4696001270332,597.6720639975363,598.1406860351562,76519800
2025-02-24,600.2144558088706,601.2214363779027,594.7010120406462,595.4188842773438,50737200
2025-02-25,595.3590701652774,596.0968410433766,587.7918070882386,592.457763671875,58266500
2025-02-26,594.1426816591761,597.7817589335975,590.0848810857798,592.7568359375,43321600
2025-02-27,595.0598849968359,596.226419710782,582.8965242893548,583.2952880859375,74196700
2025-02-28,583.8038068836951,592.9363077632394,580.6931691446642,592.39794921875,88744100
2025-03-03,594.3919179487391,595.5484729311629,578.1607768871335,582.0191650390625,74249200
2025-03-04,577.9713716824587,583.63432908105,570.533723601707,575.1298828125,109648200
2025-03-05,574.9603891205771,583.1258280404028,571.3612308662864,581.311279296875,71230500
2025-03-06,573.7540215413394,578.4299578955523,568.4101116656967,570.9923706054688,80094900
2025-03-07,569.187785314308,575.6583108183255,563.9335715863721,574.1926879882812,81158800
2025-03-10,565.8877282348667,567.8318311729231,553.9237182672504,558.8987426757812,99326600
2025-03-11,557.7222898220398,562.3284287982106,550.3644188129149,554.252685546875,88102100
2025-03-12,560.483938216931,561.4211214289652,552.0293906715008,557.19384765625,69588200
2025-03-13,556.8149774056806,557.4331130450024,548.0314026284964,549.7661743164062,74079400
2025-03-14,554.442091848548,562.1389695505442,549.835953090791,561.1220092773438,62660300
2025-03-17,561.1020658506349,568.0013552926785,560.6633830586674,565.4490356445312,49008700
2025-03-18,563.1060336846033,563.3254055013634,557.3832588897637,559.33740234375,66041400
2025-03-19,561.141985813832,569.2376275644565,559.9455726652652,565.4290771484375,66556000
2025-03-20,561.6405112658884,568.8587877529125,560.9126592589647,563.7940063476562,62958200
2025-03-21,559.280029296875,564.8900146484375,558.030029296875,563.97998046875,83763000
2025-03-24,570.7999877929688,575.1500244140625,570.2000122070312,574.0800170898438,58766800
2025-03-25,575.2999877929688,576.4099731445312,573.6900024414062,575.4600219726562,38355700
2025-03-26,575.1900024414062,576.3300170898438,567.1900024414062,568.5900268554688,51848300
2025-03-27,567.1799926757812,570.9000244140625,564.9400024414062,567.0800170898438,42164200
2025-03-28,565.530029296875,566.27001953125,555.0700073242188,555.6599731445312,71662700
2025-03-31,549.8300170898438,560.7100219726562,546.8699951171875,559.3900146484375,95328200
2025-04-01,557.4500122070312,562.9400024414062,553.6799926757812,560.969970703125,54609600
2025-04-02,555.0499877929688,567.4199829101562,554.8099975585938,564.52001953125,76014500
2025-04-03,545.1099853515625,547.969970703125,536.7000122070312,536.7000122070312,125986000
2025-04-04,523.6699829101562,525.8699951171875,505.05999755859375,505.2799987792969,216189500
