Price,Open,High,Low,Close,Volume
Ticker,META,META,META,META,META
Date,,,,,
2025-01-13,606.5603584516555,608.4286914350151,597.9180835402799,607.789306640625,10785000
2025-01-14,604.5321917343676,604.9518013433293,588.0268559982835,593.7218017578125,13598000
2025-01-15,609.6676409065044,621.9067525765506,605.9609165618788,616.5714721679688,15524300
2025-01-16,610.9564262093133,615.7022038454446,609.1680393269272,610.756591796875,8355300
2025-01-17,623.4952835439785,624.4144487016482,603.1333939973155,612.225341796875,17280600
2025-01-21,617.2808256632173,620.9475463117574,608.4686584766922,615.9120483398438,11674000
2025-01-22,622.745966355468,633.1367466870842,618.8794110911601,622.94580078125,12274000
2025-01-23,626.8023305338492,636.0341074215171,620.597889576449,635.88427734375,9910200
2025-01-24,635.8343208926308,651.4204294754496,633.6362643025149,646.9144287109375,19065300
2025-01-27,626.0530102379722,663.2799006811211,624.5443426754407,659.29345703125,28399200
2025-01-28,665.4079784595224,681.9732572201489,658.8837538443346,673.7305908203125,20950100
2025-01-29,674.4000060630054,680.4446161433896,665.0782822378817,675.888671875,21377800
2025-01-30,696.200621832455,710.1581749857351,675.4990076007216,686.3893432617188,29322900
2025-01-31,690.3857723381032,704.6730489182394,684.9706072332008,688.5673828125,19331700
2025-02-03,675.3091937227201,703.3742528890535,674.649807192235,696.840087890625,21415700
2025-02-04,701.8755866223114,707.0809776947289,690.995251505304,703.5640869140625,13826300
2025-02-05,702.9246352066622,717.5016936715592,698.3886925528532,704.2434692382812,17778200
2025-02-06,705.2525623903425,718.2610086889607,702.8746730458445,711.3571166992188,13080700
2025-02-07,716.162829309228,724.3655534509123,711.1173304150035,713.8848876953125,16427100
2025-02-10,717.9212711485029,720.558939093694,710.697717393577,716.7623291015625,12904300
2025-02-11,712.6859358478964,723.0167104534308,709.4088221751414,719.16015625,12998000
2025-02-12,714.6641723225413,726.4536713486742,711.9665601009159,724.7352294921875,12016500
2025-02-13,720.8786940316196,728.3520258945355,717.4017457743258,727.9124145507812,12569100
2025-02-14,725.4945889979003,740.2514192957425,724.9750316832167,736.0151977539062,16901200
2025-02-18,735.3457711447024,736.3448822468013,705.8120494058986,715.7332153320312,21938700
2025-02-19,703.4741329865286,706.37157970015,694.7719139390767,703.1444702148438,17535500
2025-02-20,696.6602457328806,705.0027993686539,693.0234665438812,694.222412109375,12587400
2025-02-21,695.9608297659651,703.2443277596083,681.7534381597311,682.9423828125,15660400
2025-02-24,685.6700244492644,686.6591347238324,661.8611888382964,667.5361328125,15677000
2025-02-25,665.3780306420172,667.406255569748,641.2894751849396,656.9155883789062,20579700
2025-02-26,659.0636967789872,682.4029186886339,657.4151389833991,673.1011962890625,14488700
2025-02-27,681.8434098860729,688.0379111520425,656.9855198372225,657.6549072265625,12500000
2025-02-28,657.4550757218477,669.034800720811,642.0287972080544,667.6060791015625,17534200
2025-03-03,673.0811570323929,680.6444353602695,650.2614937084818,654.4677124023438,10843800
2025-03-04,644.9362031172728,649.1724243402481,623.0956495401799,639.4310913085938,21495200
2025-03-05,640.4302542191028,658.9138106981253,637.09319610967,655.886474609375,13770000
2025-03-06,647.4239932814962,649.9817152601623,623.5552144493282,627.371826171875,13446500
2025-03-07,624.8141005363861,634.2257099756501,600.0761000698269,625.1038208007812,21375700
2025-03-10,607.5294919896663,609.5676566741505,586.3483245399041,597.4584350585938,21999900
2025-03-11,594.5210719524441,614.3834063038594,592.8026300616355,605.171630859375,17401500
2025-03-12,629.3401130606143,632.7670568528157,608.8083309497569,619.00927734375,15747000
2025-03-13,619.6986550441117,619.9484328172048,585.988656544404,590.114990234375,16480300
2025-03-14,602.7999877929688,608.8599853515625,594.780029296875,607.5999755859375,12364500
2025-03-17,607.4600219726562,613.0999755859375,598.0,604.9000244140625,15473900
2025-03-18,600.0499877929688,600.25,574.6599731445312,582.3599853515625,20297700
2025-03-19,584.280029296875,592.3200073242188,574.77001953125,584.0599975585938,20537500
2025-03-20,582.760009765625,610.2000122070312,579.510009765625,586.0,24336500
2025-03-21,583.4199829101562,597.5399780273438,580.9500122070312,596.25,25015900
2025-03-24,614.969970703125,622.5399780273438,612.2000122070312,618.8499755859375,15741300
2025-03-25,626.760009765625,633.8800048828125,621.1799926757812,626.3099975585938,15312500
2025-03-26,624.8900146484375,626.75,606.6099853515625,610.97998046875,12609800
2025-03-27,602.0,614.25,600.0999755859375,602.5800170898438,10436500
2025-03-28,600.3099975585938,601.75,573.9199829101562,576.739990234375,17602800
2025-03-31,563.5,578.7000122070312,553.2999877929688,576.3599853515625,21124700
2025-04-01,570.8400268554688,589.9099731445312,570.0,586.0,12836600
2025-04-02,574.9099731445312,592.6599731445312,573.3599853515625,583.9299926757812,13470800
2025-04-03,546.219970703125,552.5599975585938,530.2999877929688,531.6199951171875,34777500
2025-04-04,506.6199951171875,518.0,494.20001220703125,504.7300109863281,38515100
