Price,Open,High,Low,Close,Volume
Ticker,BA,BA,BA,BA,BA
Date,,,,,
2025-01-13,171.17999267578125,172.5,167.91000366210938,170.57000732421875,6049600
2025-01-14,171.3699951171875,171.8800048828125,164.6199951171875,167.02000427246094,7966900
2025-01-15,169.00999450683594,169.99000549316406,165.97000122070312,166.1999969482422,6451000
2025-01-16,166.7899932861328,170.63999938964844,166.57000732421875,168.92999267578125,5812300
2025-01-17,169.8000030517578,171.77000427246094,169.4499969482422,171.08999633789062,9557100
2025-01-21,172.3800048828125,177.08999633789062,171.92999267578125,175.55999755859375,8755300
2025-01-22,175.2899932861328,176.22999572753906,173.8800048828125,174.8000030517578,5134400
2025-01-23,174.00999450683594,178.6699981689453,173.75,178.5,7097300
2025-01-24,176.0,180.42999267578125,174.3699951171875,176.05999755859375,9304200
2025-01-27,175.5500030517578,178.17999267578125,174.39999389648438,175.16000366210938,7148600
2025-01-28,181.30999755859375,188.47999572753906,174.02000427246094,177.77999877929688,22768900
2025-01-29,179.1300048828125,182.5500030517578,170.64999389648438,173.66000366210938,12263500
2025-01-30,174.58999633789062,179.94000244140625,173.72000122070312,179.52999877929688,6996300
2025-01-31,180.50999450683594,181.77999877929688,175.74000549316406,176.52000427246094,6116200
2025-02-03,174.11000061035156,178.1999969482422,173.1300048828125,175.8699951171875,6501700
2025-02-04,176.89999389648438,177.4499969482422,174.25,176.22999572753906,4503600
2025-02-05,176.0,181.86000061035156,175.50999450683594,181.83999633789062,7430400
2025-02-06,182.0,185.85000610351562,182.0,184.8000030517578,6919400
2025-02-07,185.25999450683594,186.11000061035156,180.92999267578125,181.49000549316406,5392300
2025-02-10,183.1199951171875,183.5500030517578,179.89999389648438,180.5500030517578,3989100
2025-02-11,179.77999877929688,182.13999938964844,177.60000610351562,180.44000244140625,4366700
2025-02-12,178.33999633789062,186.27000427246094,178.25,186.25,7686800
2025-02-13,187.0,188.24000549316406,185.08999633789062,185.44000244140625,6846300
2025-02-14,186.75,186.82000732421875,183.5800018310547,184.4199981689453,5044700
2025-02-18,185.67999267578125,188.66000366210938,184.22000122070312,184.97000122070312,6929600
2025-02-19,185.30999755859375,187.22999572753906,181.8300018310547,186.14999389648438,7264800
2025-02-20,185.5800018310547,185.8000030517578,180.11000061035156,180.8800048828125,7863000
2025-02-21,181.27999877929688,182.1999969482422,174.7100067138672,177.14999389648438,8980300
2025-02-24,177.47999572753906,183.0399932861328,176.5500030517578,179.91000366210938,8392900
2025-02-25,180.4499969482422,181.8800048828125,176.33999633789062,178.27000427246094,5613900
2025-02-26,179.49000549316406,179.49000549316406,171.8300018310547,173.0399932861328,7111700
2025-02-27,174.52000427246094,177.14999389648438,173.58999633789062,173.8300018310547,4695200
2025-02-28,174.36000061035156,176.3000030517578,173.47999572753906,174.6300048828125,5803300
2025-03-03,177.02000427246094,178.39999389648438,169.4600067138672,170.05999755859375,6045600
2025-03-04,167.3699951171875,168.3800048828125,156.69000244140625,158.89999389648438,15870200
2025-03-05,159.9600067138672,164.3300018310547,158.80999755859375,163.16000366210938,7355800
2025-03-06,161.4199981689453,162.69000244140625,157.94000244140625,158.42999267578125,6892600
2025-03-07,157.19000244140625,158.36000061035156,149.0500030517578,154.17999267578125,12526700
2025-03-10,150.02999877929688,150.38999938964844,146.3000030517578,148.14999389648438,10204000
2025-03-11,148.0,155.00999450683594,145.4499969482422,154.05999755859375,10030500
2025-03-12,157.0,159.5399932861328,153.61000061035156,158.8000030517578,8706900
2025-03-13,159.22000122070312,161.74000549316406,157.25,159.32000732421875,5701600
2025-03-14,160.9199981689453,162.32000732421875,159.1999969482422,161.80999755859375,5215100
2025-03-17,160.5,162.77000427246094,159.6199951171875,161.85000610351562,5602700
2025-03-18,161.44000244140625,162.22999572753906,158.7899932861328,161.57000732421875,4195200
2025-03-19,165.32000732421875,174.1999969482422,165.0,172.6199951171875,14114800
2025-03-20,171.13999938964844,173.10000610351562,170.30999755859375,172.8300018310547,4934400
2025-03-21,172.05999755859375,183.4600067138672,170.77000427246094,178.11000061035156,26802400
2025-03-24,182.02999877929688,184.39999389648438,180.44000244140625,180.89999389648438,9986100
2025-03-25,182.16000366210938,183.85000610351562,180.36000061035156,182.58999633789062,7174400
2025-03-26,182.52999877929688,183.22999572753906,177.27999877929688,178.5500030517578,6615900
2025-03-27,178.52999877929688,182.22000122070312,178.02999877929688,179.11000061035156,4788600
2025-03-28,177.75,178.5,172.4499969482422,173.30999755859375,8211100
2025-03-31,170.64999389648438,172.2100067138672,166.7899932861328,170.5500030517578,7477500
2025-04-01,170.0,170.97999572753906,164.22000122070312,168.1699981689453,8252800
2025-04-02,166.39999389648438,170.3800048828125,165.5500030517578,168.55999755859375,5826600
2025-04-03,160.0,160.2100067138672,150.41000366210938,150.91000366210938,15877400
2025-04-04,143.3000030517578,146.0,132.7899932861328,136.58999633789062,22254300
